url,titulo,bajada,fecha,cuerpo
https://elcomercio.pe/deporte-total/argentina/entre-lagrimas-lionel-scaloni-dejo-en-el-aire-su-continuidad-como-entrenador-de-la-seleccion-argentina-noticia/,¡Entre lágrimas! Lionel Scaloni dejó en el aire su continuidad como entrenador de la selección argentina,"Scaloni, que tiene contrato hasta diciembre, no confirmó que continuará, en la conferencia de prensa posterior al partido.",2026-07-20T13:33:51.708Z,"Lionel Scaloni dejó en el aire su continuidad al frente de la selección argentina tras perder este domingo la final del Mundial 2026 contra España, por 0-1, en el estadio Metlife de East Rutherford.

“Es difícil hacerle entender a la gente que disfrute igual, es muy difícil, que sepamos que es un triunfo también. Espero y deseo que la gente sea consciente de lo que se ha conseguido, de la manera que se ha conseguido sobre todo. Ya lloré todo lo que tenía que llorar en el vestuario, pero a este grupo hay que agradecerle porque han sido unos guerreros”, indicó.

Scaloni, que tiene contrato hasta diciembre, no confirmó que continuará, en la conferencia de prensa posterior al partido. “Con respecto a mí tengo que hablar con el presidente (de la AFA, Claudio Tapia). Tengo un tiempo para decidir qué quiero hacer. Siento la necesidad también de pensar, porque ya no sé si voy a poder hacer algo tan grande como esto. Habrá que hablar, al presidente le estoy agradecido.

“Hemos intentado hasta el último momento dar el máximo con el cuerpo técnico y los jugadores, y creo que es justo que me pueda tomar este tiempo y pensarlo. Este lugar es maravilloso, es un lugar soñado que en mi vida pensé que iba a llegar hasta aquí. Para seguir se necesitan un montón de cosas, sobre todo volver a resetear, volver a formar un grupo como este, que difícilmente se vuelva a formar, y me duele, me duele en el alma”, añadó llorando antes de abandonar la sala de prensa.

¡¡VAMOS, LIONEL QUERIDO!!

Scaloni cerró la conferencia de prensa con lágrimas de emoción."
https://elcomercio.pe/deporte-total/champions-league/a-que-hora-juega-psg-vs-bayern-munich-hoy-y-en-que-canales-ver-partido-por-semifinal-ida-de-champions-league-noticia/,¿A qué hora jugaron PSG vs Bayern (5-4) por la semifinal ida de la Champions League?,Repasa los horarios del partido de PSG vs Bayern Munich por la ida de la semifinal de la UEFA Champions League desde el estadio Parque de los Príncipes.,2026-04-28T22:39:13.578Z,"A los 24′, Kvaratskhelia sacó provecho de un gran pase de Doué y firmó un golazo frente al arco de Manuel Neuer. Minutos después, Neves conectó un cabezazo, tras un tiro de esquina, para batir otra vez al gigante alemán y darle ventaja a su equipo.

Cuando parecía que el local empezaba a dominar, el Bayern avisó otra vez: Michael Olise apareció con una gran jugada individual para marcar el 2-2 y darle más emoción al partido.

No obstante, en los descuentos, una mano de Davies fue avisado por el VAR. Ousmane Dembélé se encargó de cobrar la falta y poner el 3-2 con el que PSG saca ventaja en los primeros 45′.

En el complemento llegaron más goles. Kvaratskhelia (56′) y Dembélé (58′) marcaron rápido para el PSG, pero Upamecano (65′) y Luis Díaz (68′) descontaron para el Bayern. Al final, el marcador terminó 5-4 a favor de los parisinos, que ahora deberán visitar el Allianz Arena para definir al primer finalista de la Champions League.

El partido de

por la semifinal ida de la Champions League empieza a las 2:00 PM de Perú y 9:00 PM de España este martes 28 de abril del 2026 en el estadio Parque de los Príncipes.

El partido dehablame de

será transmitido a través de

en Perú, Argentina, Colombia, Chile y el resto de Sudamérica. En España, la transmisión del partido por semifinal ida de la Liga de Campeones

será a través de

, en México lo pasa"
https://elcomercio.pe/deporte-total/champions-league/arsenal-vs-atletico-madrid-en-vivo-online-por-semifinal-vuelta-de-champions-league-lbposting-noticia/,Arsenal venció 1-0 al Atlético Madrid y es el primer finalista de la UEFA Champions League,"Con gol de Saka, Arsenal superó por la mínima diferencia al Atlético Madrid y espera rival en la final de la UEFA Champions League.",2026-05-05T22:57:42.905Z,"Se jugarán cinco minutos de adición.

Baena se anima desde larga distancia, pero el balón se va muy por encima de la portería de Raya.

¡Lo que se perdió! Sorloth le erra al balón en lo que pudo ser el empate.

Zubimendi ingresa por Lewis-Skelly.

A pesar de la victoria parcial, Arsenal no deja de presionar la salida de Atlético de Madrid.

Baena y Almada ingresan por Griezmann y Álvarez.

¡Se la perdió Gyokeres! El delantero no pudo finalizar una gran jugada que pudo sentenciar el partido.

Hincapié, Odegaard y Madueke ingresan en lugar de Calafiori, Eze y Saka.

: Cardoso, Sorloth y Molina ingresan en lugar de Lookman, Le Normand y Simeone.

¡Asustó el Atlético! Tremendo remate de Griezman que Raya logra atajar.

Hay más espacios en el partido. Atlético busca el empate y eso lo aprovecha Arsenal con Saka y Eze.

Remate de largo distancia de Pubill que se va por encima del arco de Raya.

¡NO PUEDE SER! Simone estaba solo para el empate, pero definió mal y todo sigue igual.

Salió más agresivo el Atlético en los primeros minutos del complemento. Se necesita más de Lookman en ofensiva.

Empezó el segundo tiempo.

Los equipos ya volvieron al campo. En breve inicia el segundo tiempo.

Arsenal vence 1-0 al Atlético Madrid al término del primer tiempo.

Final del primer tiempo.

Saka apareció para aprovechar un rebote de Oblak tras el disparo de Trossard. El inglés empujó la pelota y pone el 1-0 para el Arsenal.

¡GOOOOOOOOOOL DEL ARSENAL!!!!

Eze intentó llegar al arco de Oblak, pero el remate no tuvo peligro.

Buena defensa de Llorente ante el remate de Rice. Saque de banda para Arsenal.

Trossard cayó en el área derribado por Griezmann, pero el juez no cobró la falta. Los jugadores del Arsenal reclaman penal.

Buena intervención de Oblak para cortar una jugada en ataque del Arsenal.

Y ahora respondió el Atlético, aunque Llorente estaba en posición adelantada.

Poco a poco Arsenal empieza a ganar metros en campo del Atlético Madrid, que trata de generar peligro con Griezmann.

¡Se salvó el Atlético! Se escapó por izquierda Lewis-Skelly, quien sacó el centro al segundo palo, pero nadie apareció para empujar la pelota.

Buen desborde por izquierda de Rice, quien sacó pase atrás, pero un defensor del Atlético Madrid envió la pelota al córner.

¡Pasó cerca! Primer remate al arco de Arsenal: Gabriel intentó desde fuera del área, pero su disparo se fue a un lado del arco de Oblak.

Por ahora poco en ofensiva de Saka. El inglés ha sido neutralizado por Ruggeri.

Tiro de esquina para Arsenal. Peligro para el Atlético Madrid.

Buen planteamiento defensivo del Atlético Madrid en estos primeros minutos. Poco espacio para el Arsenal, que no ha podido llegar al arco de Oblak.

¡Asustó el Atlético! Gran combinación de Griezmann y Simeone, pero el argentino no pudo rematar con comoidad y la pelota se perdió a un lado del arco.

Falta de Lewis-Skelly contra Llorente. Tiro libre peligroso para Atlético Madrid.

Remate de larga distancia de Calafiori, pero pasa por encima del arco de Oblak.

Se encontraron Simeone y Griezmann por derecha. El argentino asistió a Álvarez, pero no logró conectar con comodidad.

Falta de Griezmann contra Eze. Tiro libre para Arsenal.

Buena presión de Álvarez para forzar la salida del Arsenal, que intenta tener la pelota y jugar al pase corto.

Calafiori quería jugar por un lado con Trossard, pero la pelota se pierde a un lado del campo.

Primeros minutos de posesión de balón del Arsenal, que intento encontrar espacios para hacerle daño al Atlético Madrid.

¡Arrancó el partido!

Los equipos ya están en el campo de juego. En breve inicia el partido.

En la historia, Atlético Madrid ha llegado a la final en tres ocasiones, pero nunca ha logrado ganar el trofeo. Perdió la final de 1973/1974 ante Bayern Munich; luego cayó en la edición 2013/2014 frente al Real Madrid y, por último, también sufrió un revés en 2015/2016 ante el mismo rival.

Asimismo, para el Atlético Madrid, ganar la Champions League es la última opción de título que tiene en la temporada, pues se quedó sin ganar LaLiga y la Copa del Rey. Por eso, los 'colchoneros' apuestan todo a levantar su primera 'Orejona'.

Julián Álvarez asoma como la clave en ataque para el Atlético Madrid. El argentino suma 10 goles y 4 asistencias en la presente Champions League, y tiene una participación de de gol cada 80 minutos.

Como se sabe, el partido de ida terminó 1-1. El gol del Atlético Madrid lo marcó Julián Álvarez de penal a los 56', En total, los 'colchoneros' generaron 18 remates en todo el partido, mostrando su poder ofensivo y capacidad para sacar adelante un buen resultado.

El partido de

por la semifinal vuelta de la Champions League empieza a las 2:00 PM de Perú este martes 5 de mayo del 2026.

Por otro lado, en

podrás ver el partido por televisión y streaming a través de

Luego,

, la transmisión del partido va a través de

Y

, los canales que pasan el partido son:

El partido de

será transmitido a través de

para todo el Perú y Sudamérica

por la semifinal vuelta de la Champions League.

El equipo del ‘Cholo’ Simeone se ilusiona con ganar su primera Liga de Campeones, pero antes tendrá que superar a un rival que se hace fuerte de local. Los ‘Gunners’ intentarán sacar provecho de su localía y alcanzar la final de este torneo. A continuación, te mostramos a qué hora juegan, en qué canales transmiten el partido y dónde verlo ONLINE.

visita a

el martes 5 de mayo del 2026 por la vuelta de las semifinales de

. Los ‘Colchoneros’ igualaron 1-1 en el partido de ida disputado en Madrid y ahora buscarán su pase a la final en el Emirates Stadium.

Buenos días, amigos de El Comercio, al minuto a minuto del partido entre Arsenal y Atlético Madrid por la semifinal vuelta de la Champions League."
https://elcomercio.pe/deporte-total/champions-league/arsenal-vs-bayer-leverkusen-en-vivo-gratis-hoy-via-espn-tnt-sports-max-horarios-canales-tv-y-donde-ver-partido-por-octavos-vuelta-de-champions-league-noticia/,Arsenal vs. Bayer Leverkusen (2-0): resumen y goles del partido por Champions League | VIDEO,Arsenal venció de local al Bayer Leverkusen en el Emirates Stadium y avanzó a cuartos de final de la Champions League.,2026-03-17T22:07:22.911Z,"hizo la tarea en casa y, sin necesidad de una exhibición deslumbrante, venció 2-0 al

en el Emirates Stadium para sellar su clasificación a los cuartos de final de la Champions League. Tras el 1-1 de la ida en Alemania, el equipo inglés manejó la serie con oficio y terminó imponiendo su jerarquía en el momento justo.

El partido tuvo un arranque intenso, con un Leverkusen decidido a golpear primero, pero fue el Arsenal el que encontró el camino. A los 36’ apareció Eberechi Eze, que aprovechó una buena jugada colectiva para abrir el marcador y empezar a inclinar la balanza. Desde ahí, los ‘gunners’ jugaron con mayor tranquilidad, controlando el ritmo y evitando sobresaltos.

En el complemento, el equipo inglés dio el golpe definitivo. Declan Rice, con su habitual presencia en ambas áreas, firmó el 2-0 a los 63’ y prácticamente sentenció la serie. El conjunto alemán intentó reaccionar, pero se encontró con una defensa ordenada y un Arsenal que supo cuándo acelerar y cuándo enfriar el partido.

Así, el Arsenal cerró una llave madura, sin excesos pero con autoridad. Le alcanzó con ser práctico y efectivo para meterse entre los ocho mejores de Europa.

El partido de

por la vuelta de los octavos de final de la Champions League empieza a las 3:00 PM de Perú este martes 17 de marzo del 2026.

La transmisión del partido entre

por la vuelta de octavos de final de la Champions League será transmitido en

. Por otro lado, en

Luego,

, la transmisión del partido va a través de

Y

, los canales que pasan el partido son:

El compromiso se disputará en el

, estadio ubicado en Londres y casa del Arsenal. El recinto tiene capacidad para más de

y es reconocido por el intenso ambiente que generan los aficionados locales.

El ganador de la serie avanzará a los

, manteniéndose en la lucha por el título del torneo de clubes más importante de Europa."
https://elcomercio.pe/deporte-total/champions-league/arsenal-vs-bayer-leverkusen-en-vivo-hoy-via-espn-fox-sports-disney-plus-horarios-canales-tv-y-donde-ver-partido-por-octavos-de-final-de-champions-league-noticia/,Arsenal vs. Bayer Leverkusen (1-1): resumen y goles del partido por octavos ida de la Champions League | VIDEO,Arsenal rescató un empate en su visita al Bayer Leverkusen y definirá su clasificación a cuartos de final la próxima semana en Londres.,2026-03-11T20:18:40.305Z,"rescató un empate 1-1 ante

en Alemania por el partido de ida de los octavos de final de la

. El equipo inglés sufrió más de la cuenta en el BayArena, pero encontró un gol en los minutos finales que mantiene la serie completamente abierta de cara a la revancha en Londres.

Durante buena parte del encuentro, el conjunto alemán fue el que mostró mayor claridad. Tras un primer tiempo parejo, Robert Andrich adelantó al Leverkusen a los 46’ con un cabezazo luego de una jugada de balón detenido, aprovechando un descuido defensivo del Arsenal. El gol encendió al público local y obligó a los ingleses a adelantar líneas en busca de la reacción.

El equipo de Mikel Arteta tuvo dificultades para generar peligro durante largos pasajes del partido. Apenas un remate de Gabriel Martinelli al travesaño había sido lo más claro de los ‘gunners’, que lucieron incómodos ante un rival intenso y bien organizado en defensa. Aun así, los cambios desde el banco terminaron siendo determinantes en el cierre del duelo.

Cuando el partido parecía inclinarse a favor del Leverkusen, llegó la jugada que cambió todo. A los 89′, un penal sobre Noni Madueke fue sancionado tras revisión del VAR y Kai Havertz, exjugador del club alemán, no falló desde los doce pasos para decretar el empate. El 1-1 deja la eliminatoria abierta y traslada toda la tensión al partido de vuelta en el Emirates Stadium.

El partido de

por la ida de los octavos de final de la Champions League empieza a las 12:45 PM de Perú este miércoles 11 de marzo del 2026.

La transmisión del partido entre

por la ida de octavos de final de la Champions League será transmitido en

. Por otro lado, en

Luego,

, la transmisión del partido va a través de

Y

, los canales que pasan el partido son:

El compromiso se disputará en el

, estadio ubicado en Leverkusen y casa del Bayer Leverkusen. El recinto tiene capacidad para más de

y es reconocido por el intenso ambiente que generan los aficionados locales.

El ganador de la serie avanzará a los

, manteniéndose en la lucha por el título del torneo de clubes más importante de Europa."
https://elcomercio.pe/deporte-total/champions-league/arsenal-vs-sporting-lisboa-en-vivo-online-gratis-hoy-via-espn-disney-plus-horarios-canales-tv-y-donde-ver-partido-de-vuelta-por-cuartos-de-final-de-champions-league-video-noticia/,Arsenal vs. Sporting Lisboa (0-0): resumen del partido por Champions League | VIDEO,Arsenal igualó con Sporting Lisboa en el Emirates Stadium y clasificó a las semifinales de la Champions League.,2026-04-15T21:23:57.872Z,"Arsenal sacó boletos para las semifinales de la

tras igualar 0-0 con Sporting Lisboa en el Emirates Stadium y superar la serie con un global de 1-0. El duelo no tuvo muchas oportunidades de gol, aunque los gunners se hicieron con la posición de juego y buscaron abrir el marcador. Pese a la búsqueda del gol, la defensa del combinado lusitano se hizo fuerte y evitó cualquier peligro cercano. Así, Arsenal sigue en carrera y enfrentará al Atlético Madrid por un lugar en la final.

El partido de vuelta entre

se disputa este

, en un duelo decisivo por los cuartos de final de la Champions League.

Estos son los horarios confirmados del partido según país:

El partido será transmitido por:

La cadena ESPN tiene los derechos de la Champions League en Latinoamérica, por lo que el encuentro estará disponible en televisión y también vía streaming oficial.

Si deseas ver el partido por internet, estas son las opciones:

Ambas plataformas permiten seguir el partido EN VIVO desde celulares, laptops, tablets o Smart TV con suscripción activa.

En México, el partido entre

por la UEFA Champions League será transmitido por

en televisión, mientras que la opción para verlo online será a través de

.

Los usuarios que cuenten con suscripción activa podrán seguir el encuentro EN VIVO desde cualquier dispositivo, incluyendo celulares, Smart TV y computadoras. Esta es la vía oficial para ver la Champions League en territorio mexicano.

En Estados Unidos, el duelo entre

se podrá ver a través de

en televisión en inglés y

en español.

Para verlo online, las opciones disponibles son

(en inglés) y

(en español), plataformas que cuentan con los derechos oficiales de la UEFA Champions League en ese país.

El partido de

se disputará en el mítico Emirates Stadium, casa del Arsenal, donde los ingleses buscarán una remontada histórica ante su público.

El Arsenal parte como favorito tras su victoria 1-0 en la ida, lo que le permite manejar la serie con mayor tranquilidad. Sin embargo, el Sporting Lisboa confía en su fortaleza para intentar la remontada fuera de casa.

Algunos pronósticos apuntan a un empate 1-1, resultado que clasificaría al equipo inglés a semifinales con un global de 2-1.

El conjunto dirigido por Mikel Arteta llega con ventaja y mejor momento, mientras que los portugueses están obligados a arriesgar desde el inicio para la remontada. Se espera un partido intenso, con presión alta del Arsenal y un Sporting Lisboa listo para aprovechar los espacios al contraataque."
https://elcomercio.pe/deporte-total/champions-league/bayern-munich-vs-atalanta-en-vivo-online-gratis-via-espn-con-luis-diaz-horarios-canal-tv-y-donde-ver-partido-de-vuelta-de-octavos-de-final-de-champions-league-video-noticia/,Bayern Múnich vs Atalanta (4-1): resumen y goles del partido de vuelta por Champions League | VIDEO,Bayern Múnich derrotó 4-1 a Atalanta por el partido de vuelta de octavos de final de la Champions League en el Allianz Arena.,2026-03-19T06:35:29.39Z,"Bayern Munich cerró la eliminatoria de los octavos de final de la Champions League con un triunfo ante la Atalanta (4-1) para avanzar a la siguiente ronda con un global de 10-2.

El volante colombiano Luis Díaz firmó un tanto y una asistencia, hilando su tercer partido en la competición europea interviniendo directa o indirectamente en al menos un gol.

Lucho se hizo presente en el área rival al poco de iniciarse la segunda mitad (56′) con un pase filtrado para que Lennart Karl pusiera el 3-0 parcial en el marcador.

A 20 minutos del final (70′), el guajiro puso el 4-0 en el electrónico con un sombrerito por encima de Marco Sportiello.

El colombiano sumó su cuarta anotación en la presente campaña europea y llegó a 22 goles y 18 asistencias en 38 partidos disputados con la camiseta del Bayern Múnich.

Luis Díaz repitió como titular y disputó los 90 minutos del encuentro.

Por la Atalanta gozó de minutos el centrocampista brasileño Ederson, quien fue titular y disputó 57 minutos antes de salir de cambio.

El Bayern Munich se medirá al Real Madrid en los cuartos de final del campeonato."
https://elcomercio.pe/deporte-total/champions-league/champions-league-luis-enrique-el-genio-loco-detras-de-una-hegemonia-que-empezo-con-un-si-perdemos-no-pasa-nada-y-hoy-domina-europa-dos-veces-con-el-psg-noticia/,"Luis Enrique, el genio loco detrás de una hegemonía que empezó con un “Si perdemos no pasa nada” y hoy domina Europa dos veces con el PSG","Luis Enrique volvió a ganar la Champions por segunda vez consecutiva con el PSG y en tercera ocasión como entrenador, tras vencer en penales al Arsenal.",2026-05-31T21:29:47.393Z,"“¿Leyenda?, No estoy interesado en eso”, responde Luis Enrique con un gesto como de aburrimiento por la pregunta en medio de los festejos de la segunda Champions consecutiva del PSG bajo su tutela.

La escena, muy posiblemente ya viral a estas horas, describe impecablemente al revolucionario español de 56 años que trata a sus figuras –entre ellas, el actual Balón de Oro, Dembélé– como si fuesen absolutamente terrenales y que, obviamente, hereda esa filosofía de su forma de ser. Y sobre todo, al grado de exigencia que tiene con sus dirigidos tras tenerlos absolutamente convencidos de lo que sea que se le ocurra.

“Si perdemos, no pasa nada”, recitó las dos últimas temporadas en las que –irónicamente– lo ha ganado todo con el París Saint Germain, donde le enseñó al mundo que dejar ir a Kilyan Mbappé al Real Madrid era lo mejor que le podía pasar porque entonces “podría controlarlo todo en el juego”.

Y así fue. Hoy Luis Enrique lo controla todo y lo gana todo, también.

“La primera Champions (2025) fue histórica, la segunda lo será más, PSG necesitaba meterse en el grupo de los mejores equipos, ahora estamos ahí, con una manera de jugar nuestra”, dijo luego, ya más calmado y tras dedicarle el éxito a su hija fallecida Xana y corretear por todo el campo con sus dirigidos, su cuerpo técnico y luego junto a su familia.

Con los pómulos excesivamente rojos y una sonrisa extrema, Luis Enrique celebró su bicampeonato en Champions con el PSG con toda la efusividad posible. Brincos, abrazos, poses extravagantes, con bandera, sin camiseta, con la Orejona entre las manos. No se guardó nada el técnico que había ganado su primera Champions como entrenador con el Barcelona en la edición 2015, hace 11 años.

“Estos jugadores son diferentes, los tengo que parar de entrenar, cuando alguien disfruta de lo que hace, no tiene ningún mérito para mí... Este equipo va a competir el año que viene”, añadió el también exfutbolista, quien durante el Mundial 2022 compartiría su rol de seleccionador de España con su inusual hobby de volverse streamer.

Luis Enrique, que en el Barcelona construyó un equipo que convivió con el talento irrepetible de Lionel Messi, Luis Suárez y Neymar; en el PSG ha sabido construir un estilo exitoso para ganar el triplete 2025 y ahora otra vez la Champions: posesión, presión agresiva y movilidad permanente que implica intercambio sucesivo de roles para sus jugadores.

Bajo esa premisa casi nadie se le ha podido resistir en finales. “Estos partidos los controla el que va perdiendo y nosotros estamos acostumbrados a jugar contra equipos replegados, frustra mucho jugar así, pero merecimos ganar la final, también lo hubiera merecido el Arsenal, esta temporada hemos hecho algo notable”, recalcó Luis Enrique, que con el PSG ha ganado 9 de 10 finales.

El español solo perdió una final: la del del Mundial de Clubes 2025, cuando cayó 3-0 ante el Chelsea. Con ese récord está listo para irse de vacaciones a Gijón, su tierra.

Ganó el fútbol, dirían quienes vieron la mayor parte del tiempo al Arsenal de Arteta recostarse sobre un rígido esquema defensivo para sobrevivir los 120 minutos en los que lidió contra la orquesta ofensiva del PSG. El verso frente a la prosa, la magia sobre la ciencia. Lo cierto es que en Budapest se impuso el que más cerca estuvo a partir de encontrar más y mejores formas de conquistar a la Orejona. Y eso, de alguna forma también es poesía.

Porque a diferencia de la final disputada en Múnich el año pasado, donde el PSG se despachó sin remordimientos con un 5-0 letal sobre un esforzado Inter de Milán, ayer en Budapest las distancias en cuestión de favoritismos se acortaron abrumadoramente gracias a una espléndida apuesta táctica del Arsenal, que optó por aplacar la bonanza ofensiva de los parisinos casi todo el tiempo con sus 11 jugadores detrás de la línea del mediocampo.

Arteta eligió el camino que lo ha llevado a ganar la Premier League: recio atrás, rápido al medio y contundente arriba. Lo que no esperó, al menos a esa magnitud, es que el PSG de Luis Enrique nunca jugó con urgencia ni desesperación. Por el contrario, gracias principalmente a Vitinha, buscó pacientemente los argumentos para abrir un cerrojo inglés que parecía forjado en acero.

La escena se hizo aún más difícil para Luis Enrique cuando a los 6 minutos el azar y la suerte se conjugaron para dejar la pelota en pies de Havertz, quien ganó a velocidad por la banda y cuando tuvo a Safonov enfrente, sacó un latigazo tan salvaje como estético y la vez casi imposible para introducir el esférico por el lado menos posible. Gol no, golazo del alemán que respondió al respaldo de Arteta, quien sacrificó a Gyökeres en el once inicial por él.

Un minuto después, el PSG monopolizó la pelota mientras el Arsenal dedicó sus esfuerzos a replegarse hermosamente como si tratara de un baile practicado por ambos durante semanas: uno trasladando en tres cuartos de cancha y el otro controlando los espacios y reduciendo al máximo el nivel de inventiva del rival.

Entonces apareció Vitinha -elegido MVP del partido- para tocar por bandas, por el medio, a primer toque, por arriba. Siempre sin perder la compostura, casi siempre recuperando rápido. El socio ideal fue Dembélé, dedicado a desgastar a la defensa londinense con tantos intentos.

Hasta que a los 65 minutos Vitinha finalmente encontró una grieta. Y la aprovechó al máximo: pase filtrado a Kvaratskhelia. El georgiano aceleró al borde del área y Mosquera no tuvo más remedio que detenerlo con una falta. Penal y Luis Enrique, que daba vueltas y vueltas al borde del área, explotó por una alegría contenida que luego volvería a estallar gracias a la definición precisa y sublime de Dembélé para el merecido 1-1.

—El mejor de todos—

La paridad no se quebró y entonces vinieron los penales. Cuestión de fortuna o no, el PSG fue más efectivo y el Arsenal entregó el título por un disparo de Gabriel Magalhães que terminó muy lejos del arco.

Fue entonces que, como el clásico de Ernest Hemingway, París fue una fiesta. William Pacho, una de las figuras decisivas en esta final, rompió en llanto mientras a lo lejos todo Ecuador celebraba por su paisano. Marquinhos de rodillas agradeciendo a Dios y más de uno absorto por otra nueva Champions.

El PSG, el mismo que teniendo el tridente Messi-Neymar-Mbappé no había ganado nada relevante, ahora con Luis Enrique alzaría minutos después su segunda Champions League consecutiva, equiparándose con el Real Madrid 2016-2017.

A lo lejos, el primer subcampeón de la historia de la Champions en terminar la competición sin haber perdido ningún partido, contemplaba la hazaña.

j"
https://elcomercio.pe/deporte-total/champions-league/chelsea-vs-psg-en-vivo-gratis-hoy-via-espn-tnt-sports-max-horarios-canales-tv-y-donde-ver-partido-por-octavos-vuelta-de-champions-league-noticia/,Chelsea vs. PSG (0-3): resumen y goles del partido por Champions League | VIDEO,PSG volvió a golear al Chelsea y se metió a cuartos de final de la Champions League. Los parisinos avanzaron de fase con un global de 8-2 sobre los ‘Blues’.,2026-03-17T22:14:12.803Z,"volvió a vivir una noche amarga en Stamford Bridge y se despidió de la Champions League tras caer 0-3 ante el

, en un partido que evidenció la enorme diferencia entre ambos equipos. El golpe fue todavía más duro por el contexto: los ingleses ya llegaban con desventaja de la ida y terminaron eliminados con un contundente 8-2 en el global.

El equipo francés no tardó en inclinar la balanza. Apenas a los 6′, Khvicha Kvaratskhelia aprovechó un error defensivo para abrir el marcador, y poco después Bradley Barcola amplió la ventaja con una contra letal. Chelsea, obligado a reaccionar, nunca encontró claridad y se fue diluyendo ante un rival que jugaba con otra velocidad.

En el segundo tiempo, el guion no cambió demasiado. PSG manejó los tiempos, controló el balón y golpeó en el momento justo. El tercer tanto llegó a los 62’, obra del joven

, que terminó de cerrar la serie y apagar cualquier ilusión de remontada.

Así, el PSG firmó una clasificación sin discusión, mostrando contundencia y jerarquía en ambos partidos. Chelsea, en cambio, se queda con muchas dudas y una eliminación dolorosa en casa.

El partido de

por la vuelta de los octavos de final de la Champions League empieza a las 3:00 PM de Perú este martes 17 de marzo del 2026.

La transmisión del partido entre

por la vuelta de octavos de final de la Champions League será transmitido en

. Por otro lado, en

Luego,

, la transmisión del partido va a través de

Y

, los canales que pasan el partido son:

El compromiso se disputará en el

, estadio ubicado en Londres y casa del Chelsea. El recinto tiene capacidad para más de

y es reconocido por el intenso ambiente que generan los aficionados locales.

El ganador de la serie avanzará a los

, manteniéndose en la lucha por el título del torneo de clubes más importante de Europa."
https://elcomercio.pe/deporte-total/champions-league/dembele-el-rey-de-la-champions-league-por-que-la-estrella-del-psg-es-el-favorito-en-la-final-ante-el-arsenal-noticia/,"¿Dembélé, el rey de la Champions League?: Por qué la estrella del PSG es el favorito en la final ante el Arsenal","Ingleses y franceses se enfrentarán en la esperada final del torneo de clubes más importante de Europa, un partido que tendrá un enorme impacto deportivo y económico.",2026-05-26T18:40:08.806Z,"El sábado 30 de mayo, Arsenal y PSG disputarán la gran final de la UEFA Champions League 2026 en el Puskás Arena de Budapest, Hungría. El encuentro comenzará a las 11 a.m. (hora peruana) y enfrentará a dos clubes que persiguen objetivos históricos distintos: Arsenal intentará obtener su primer título, mientras que el PSG buscará el bicampeonato europeo.

Para la casa de apuestas deportivas online Betsafe, esta final se destaca por el desafío que tiene el club londinense de ganar la Champions League, un trofeo que nunca ha levantado a pesar de su trayectoria en el torneo más grande de clubes en Europa. Los “gunners” (actuales campeones de la liga inglesa) solo disputaron la final en 2006, cuando cayeron ante el Barcelona. Ahora, bajo el liderazgo de Mikel Arteta, el equipo inglés vuelve al partido decisivo con jóvenes figuras como Bukayo Saka, Martin Ødegaard y Declan Rice.

En la otra esquina aparece el Paris Saint-Germain, actual campeón del torneo. Hoy, el equipo de Luis Enrique presenta una versión mucho más madura y consolidada que en temporadas anteriores. Luego de varios cambios en el equipo, el campeón francés fortaleció una estructura colectiva que está por encima de las individualidades. Bajo la dirección del técnico español, el PSG encontró equilibrio con jugadores como Ousmane Dembélé, Vitinha, Warren Zaïre-Emery y Gonçalo Ramos, con los que ha construido un equipo más intenso, dinámico y competitivo en todas sus líneas.

Un nuevo título colocaría al club parisino en la lista de las potencias históricas del torneo y confirmaría que su proyecto deportivo finalmente alcanzó la estabilidad que buscó durante más de una década. También reforzaría el crecimiento institucional y global del club francés, que en los últimos años se consolidó como una de las marcas más influyentes del fútbol mundial, tanto dentro como fuera de la cancha.

Además, existe una disputa individual por convertirse en la gran figura del partido. Según las probabilidades de Betsafe, los favoritos de PSG para ser elegidos como los mejores jugadores de la final son Ousmane Dembélé con 37.45 %, seguido de sus compañeros Gonçalo Ramos (34.84 %), Khvicha Kvaratskhelia (34.25 %) y Bradley Barcola (31.75 %).

Por el lado del Arsenal, el delantero Viktor Gyökeres lidera las opciones con 32.26 %, por delante de Kai Havertz (30.30 %), Gabriel Jesus (26.67 %) y Eberechi Eze (25.97 %). Estas cifras reflejan el protagonismo ofensivo que tendrían ambas escuadras en una de las finales más esperadas de los últimos años.

Más allá del prestigio, la final también tendrá un enorme impacto económico para ambos clubes. Si el reciente campeón de la Premier League conquista su primera Champions, fortalecerá su valor de marca, acuerdos comerciales y presencia internacional. Por su parte, si el PSG logra el bicampeonato, impulsará aún más su expansión y atractivo comercial. Además, el campeón del torneo superaría los 150 millones de euros en ingresos acumulados entre premios, derechos televisivos, patrocinadores y bonificaciones comerciales derivadas del título continental."
